,A,B,M,N,V/I
1689,-73.0,-71.0,15.0,17.0,-1.9577386232479815e-05
1690,-73.0,-71.0,17.0,19.0,-1.8355038860728284e-05
1691,-73.0,-71.0,19.0,21.0,-1.721484529593892e-05
1692,-73.0,-71.0,21.0,23.0,-1.6151615102644873e-05
1693,-73.0,-71.0,23.0,25.0,-1.5161786463470384e-05
1694,-73.0,-71.0,25.0,27.0,-1.4241856721022156e-05
1695,-73.0,-71.0,27.0,29.0,-1.3388008324562856e-05
1696,-73.0,-71.0,29.0,31.0,-1.2596149355677266e-05
1697,-73.0,-71.0,31.0,33.0,-1.186205854234769e-05
1698,-73.0,-71.0,33.0,35.0,-1.1181526105378745e-05
1699,-73.0,-71.0,35.0,37.0,-1.055046068098621e-05
1700,-73.0,-71.0,37.0,39.0,-9.96496058930027e-06
1701,-73.0,-71.0,39.0,41.0,-9.421355970519463e-06
1702,-73.0,-71.0,41.0,43.0,-8.916229441343834e-06
1703,-73.0,-71.0,43.0,45.0,-8.446421834546955e-06
1704,-73.0,-71.0,45.0,47.0,-8.009028061277054e-06
1705,-73.0,-71.0,47.0,49.0,-7.6013867615232905e-06
1706,-73.0,-71.0,49.0,51.0,-7.2210663230303646e-06
1707,-73.0,-71.0,51.0,53.0,-6.8658490399511884e-06
1708,-71.0,-69.0,-67.0,-65.0,-2.72856210791437
1709,-71.0,-69.0,-65.0,-63.0,-0.6736521601703076
1710,-71.0,-69.0,-63.0,-61.0,-0.27143288677243516
1711,-71.0,-69.0,-61.0,-59.0,-0.1363158489961449
1712,-71.0,-69.0,-59.0,-57.0,-0.07702588102468355
1713,-71.0,-69.0,-57.0,-55.0,-0.04685233601258959
1714,-71.0,-69.0,-55.0,-53.0,-0.02997139037520652
1715,-71.0,-69.0,-53.0,-51.0,-0.01986905193338437
1716,-71.0,-69.0,-51.0,-49.0,-0.0135163788779801
1717,-71.0,-69.0,-49.0,-47.0,-0.009373750989427665
1718,-71.0,-69.0,-47.0,-45.0,-0.0065995552028488
1719,-71.0,-69.0,-45.0,-43.0,-0.004704964845456433
1720,-71.0,-69.0,-43.0,-41.0,-0.003391716712453585
1721,-71.0,-69.0,-41.0,-39.0,-0.0024706698043181485
1722,-71.0,-69.0,-39.0,-37.0,-0.0018183233394127307
1723,-71.0,-69.0,-37.0,-35.0,-0.0013522580631028513
1724,-71.0,-69.0,-35.0,-33.0,-0.0010165678924999935
1725,-71.0,-69.0,-33.0,-31.0,-0.000772859565145452
1726,-71.0,-69.0,-31.0,-29.0,-0.0005945104864540918
1727,-71.0,-69.0,-29.0,-27.0,-0.0004629138226748056
1728,-71.0,-69.0,-27.0,-25.0,-0.0003649770120821988
1729,-71.0,-69.0,-25.0,-23.0,-0.000291431840126935
1730,-71.0,-69.0,-23.0,-21.0,-0.00023568069695225485
1731,-71.0,-69.0,-21.0,-19.0,-0.00019300279904233691
1732,-71.0,-69.0,-19.0,-17.0,-0.00016000571265301078
1733,-71.0,-69.0,-17.0,-15.0,-0.00013424764911785375
1734,-71.0,-69.0,-15.0,-13.0,-0.00011398454107396441
1735,-71.0,-69.0,-13.0,-11.0,-9.801894058498323e-05
1736,-71.0,-69.0,-11.0,-9.0,-8.563636659988244e-05
1737,-71.0,-69.0,-9.0,-7.0,-7.649669367082099e-05
1738,-71.0,-69.0,-7.0,-5.0,-6.97878859072798e-05
1739,-71.0,-69.0,-5.0,-3.0,-6.289290024112312e-05
1740,-71.0,-69.0,-3.0,-1.0,-5.458601634050417e-05
1741,-71.0,-69.0,-1.0,1.0,-4.6617479096296155e-05
1742,-71.0,-69.0,1.0,3.0,-4.008167667413423e-05
1743,-71.0,-69.0,3.0,5.0,-3.50530920874767e-05
1744,-71.0,-69.0,5.0,7.0,-3.127937525290725e-05
1745,-71.0,-69.0,7.0,9.0,-2.8431800882286473e-05
1746,-71.0,-69.0,9.0,11.0,-2.6193983245211688e-05
1747,-71.0,-69.0,11.0,13.0,-2.4325561982663918e-05
1748,-71.0,-69.0,13.0,15.0,-2.2680888423859402e-05
1749,-71.0,-69.0,15.0,17.0,-2.1186149417540268e-05
1750,-71.0,-69.0,17.0,19.0,-1.9807804320287614e-05
1751,-71.0,-69.0,19.0,21.0,-1.8530667499325887e-05
1752,-71.0,-69.0,21.0,23.0,-1.7346615385719494e-05
1753,-71.0,-69.0,23.0,25.0,-1.6249756761385625e-05
1754,-71.0,-69.0,25.0,27.0,-1.5234686165498806e-05
1755,-71.0,-69.0,27.0,29.0,-1.4296003881215241e-05
1756,-71.0,-69.0,29.0,31.0,-1.3428287215597884e-05
1757,-71.0,-69.0,31.0,33.0,-1.2626186563616942e-05
1758,-71.0,-69.0,33.0,35.0,-1.1884529608893399e-05
1759,-71.0,-69.0,35.0,37.0,-1.1198399762725117e-05
1760,-71.0,-69.0,37.0,39.0,-1.0563184762916664e-05
1761,-71.0,-69.0,39.0,41.0,-9.97460049042935e-06
1762,-71.0,-69.0,41.0,43.0,-9.428696665954653e-06
1763,-71.0,-69.0,43.0,45.0,-8.921850277373092e-06
1764,-71.0,-69.0,45.0,47.0,-8.45075124437239e-06
1765,-71.0,-69.0,47.0,49.0,-8.012383576469148e-06
1766,-71.0,-69.0,49.0,51.0,-7.604004284371066e-06
1767,-71.0,-69.0,51.0,53.0,-7.223121563031121e-06
1768,-71.0,-69.0,53.0,55.0,-6.867473232263083e-06
1769,-69.0,-67.0,-65.0,-63.0,-2.7285621090278154
1770,-69.0,-67.0,-63.0,-61.0,-0.67365216107266
1771,-69.0,-67.0,-61.0,-59.0,-0.27143288744906213
1772,-69.0,-67.0,-59.0,-57.0,-0.13631584942820485
1773,-69.0,-67.0,-57.0,-55.0,-0.07702588118819442
1774,-69.0,-67.0,-55.0,-53.0,-0.046852335877233364
1775,-69.0,-67.0,-53.0,-51.0,-0.029971389902779644
1776,-69.0,-67.0,-51.0,-49.0,-0.019869051075797117
1777,-69.0,-67.0,-49.0,-47.0,-0.013516377574663091
1778,-69.0,-67.0,-47.0,-45.0,-0.00937374916396605
1779,-69.0,-67.0,-45.0,-43.0,-0.006599552758614624
1780,-69.0,-67.0,-43.0,-41.0,-0.004704961659942719
1781,-69.0,-67.0,-41.0,-39.0,-0.003391712629950472
1782,-69.0,-67.0,-39.0,-37.0,-0.0024706646265157672
1783,-69.0,-67.0,-37.0,-35.0,-0.0018183168135313538
1784,-69.0,-67.0,-35.0,-33.0,-0.0013522498673732841
1785,-69.0,-67.0,-33.0,-31.0,-0.0010165576196060344
1786,-69.0,-67.0,-31.0,-29.0,-0.0007728467064897285
1787,-69.0,-67.0,-29.0,-27.0,-0.000594494426074392
1788,-69.0,-67.0,-27.0,-25.0,-0.0004628938649914524
1789,-69.0,-67.0,-25.0,-23.0,-0.0003649525067500048
1790,-69.0,-67.0,-23.0,-21.0,-0.00029140256660379477
1791,-69.0,-67.0,-21.0,-19.0,-0.00023564792431788467
1792,-69.0,-67.0,-19.0,-17.0,-0.00019297208174150898
1793,-69.0,-67.0,-17.0,-15.0,-0.00015999411809498876
1794,-69.0,-67.0,-15.0,-13.0,-0.00013430208873644114
1795,-69.0,-67.0,-13.0,-11.0,-0.00011422580936380766
1796,-69.0,-67.0,-11.0,-9.0,-9.87265430240393e-05
1797,-69.0,-67.0,-9.0,-7.0,-8.726017589866242e-05
1798,-69.0,-67.0,-7.0,-5.0,-7.885429347339115e-05
1799,-69.0,-67.0,-5.0,-3.0,-7.060127075232334e-05
1800,-69.0,-67.0,-3.0,-1.0,-6.105574468079356e-05
1801,-69.0,-67.0,-1.0,1.0,-5.202160584063392e-05
1802,-69.0,-67.0,1.0,3.0,-4.463035186754241e-05
1803,-69.0,-67.0,3.0,5.0,-3.892769201148741e-05
1804,-69.0,-67.0,5.0,7.0,-3.461992378675505e-05
1805,-69.0,-67.0,7.0,9.0,-3.1343107988381774e-05
1806,-69.0,-67.0,9.0,11.0,-2.875401343927289e-05
1807,-69.0,-67.0,11.0,13.0,-2.6592856706156298e-05
1808,-69.0,-67.0,13.0,15.0,-2.470041618020738e-05
1809,-69.0,-67.0,15.0,17.0,-2.2993432793487478e-05
1810,-69.0,-67.0,17.0,19.0,-2.1431617879326403e-05
1811,-69.0,-67.0,19.0,21.0,-1.9994771127997135e-05
1812,-69.0,-67.0,21.0,23.0,-1.8670902125979966e-05
1813,-69.0,-67.0,23.0,25.0,-1.745105259915586e-05
1814,-69.0,-67.0,25.0,27.0,-1.6327335454729974e-05
1815,-69.0,-67.0,27.0,29.0,-1.5292314511899247e-05
1816,-69.0,-67.0,29.0,31.0,-1.43388783104062e-05
1817,-69.0,-67.0,31.0,33.0,-1.3460265112268804e-05
1818,-69.0,-67.0,33.0,35.0,-1.2650113505017352e-05
1819,-69.0,-67.0,35.0,37.0,-1.190249946680759e-05
1820,-69.0,-67.0,37.0,39.0,-1.1211952506525596e-05
1821,-69.0,-67.0,39.0,41.0,-1.0573453709753627e-05
1822,-69.0,-67.0,41.0,43.0,-9.982420779704876e-06
1823,-69.0,-67.0,43.0,45.0,-9.434684775173202e-06
1824,-69.0,-67.0,45.0,47.0,-8.926462193381904e-06
1825,-69.0,-67.0,47.0,49.0,-8.454325002352908e-06
1826,-69.0,-67.0,49.0,51.0,-8.01517038253978e-06
1827,-69.0,-67.0,51.0,53.0,-7.606191308340976e-06
1828,-69.0,-67.0,53.0,55.0,-7.224848652478272e-06
1829,-69.0,-67.0,55.0,57.0,-6.868845187435815e-06
1830,-67.0,-65.0,-63.0,-61.0,-2.7285621096991433
1831,-67.0,-65.0,-61.0,-59.0,-0.6736521614965578
1832,-67.0,-65.0,-59.0,-57.0,-0.2714328876004328
1833,-67.0,-65.0,-57.0,-55.0,-0.1363158492750638
1834,-67.0,-65.0,-55.0,-53.0,-0.07702588068989336
1835,-67.0,-65.0,-53.0,-51.0,-0.046852334982132426
1836,-67.0,-65.0,-51.0,-49.0,-0.02997138854519288
1837,-67.0,-65.0,-49.0,-47.0,-0.019869049171966247
1838,-67.0,-65.0,-47.0,-45.0,-0.013516375017445043
1839,-67.0,-65.0,-45.0,-43.0,-0.009373745815806078
1840,-67.0,-65.0,-43.0,-41.0,-0.00659954844224514
1841,-67.0,-65.0,-41.0,-39.0,-0.004704956146075134
1842,-67.0,-65.0,-39.0,-37.0,-0.0033917056210334695
1843,-67.0,-65.0,-37.0,-35.0,-0.002470655735451091
1844,-67.0,-65.0,-35.0,-33.0,-0.00181830553619855
1845,-67.0,-65.0,-33.0,-31.0,-0.001352235548256274
1846,-67.0,-65.0,-31.0,-29.0,-0.001016539411642682
1847,-67.0,-65.0,-29.0,-27.0,-0.0007728235318131133
1848,-67.0,-65.0,-27.0,-25.0,-0.0005944649595215346
1849,-67.0,-65.0,-25.0,-23.0,-0.0004628566023336944
1850,-67.0,-65.0,-23.0,-21.0,-0.00036490608351717746
1851,-67.0,-65.0,-21.0,-19.0,-0.00029134676155602446
1852,-67.0,-65.0,-19.0,-17.0,-0.00023558647339951
1853,-67.0,-65.0,-17.0,-15.0,-0.00019292020388905068
1854,-67.0,-65.0,-15.0,-13.0,-0.0001599980523005265
1855,-67.0,-65.0,-13.0,-11.0,-0.0001344870834305567
1856,-67.0,-65.0,-11.0,-9.0,-0.00011489190524535328
1857,-67.0,-65.0,-9.0,-7.0,-0.00010037745613536778
1858,-67.0,-65.0,-7.0,-5.0,-8.97578446924889e-05
1859,-67.0,-65.0,-5.0,-3.0,-7.977874303645438e-05
1860,-67.0,-65.0,-3.0,-1.0,-6.87142006396517e-05
1861,-67.0,-65.0,-1.0,1.0,-5.839620022298278e-05
1862,-67.0,-65.0,1.0,3.0,-4.997958320231491e-05
1863,-67.0,-65.0,3.0,5.0,-4.346789004746471e-05
1864,-67.0,-65.0,5.0,7.0,-3.8515954793018337e-05
1865,-67.0,-65.0,7.0,9.0,-3.4718591844441066e-05
1866,-67.0,-65.0,9.0,11.0,-3.170249110478682e-05
1867,-67.0,-65.0,11.0,13.0,-2.918629109498541e-05
1868,-67.0,-65.0,13.0,15.0,-2.6995182004243418e-05
1869,-67.0,-65.0,15.0,17.0,-2.5034465276616014e-05
1870,-67.0,-65.0,17.0,19.0,-2.3255286147987053e-05
1871,-67.0,-65.0,19.0,21.0,-2.1630893389478628e-05
1872,-67.0,-65.0,21.0,23.0,-2.0144190833761705e-05
1873,-67.0,-65.0,23.0,25.0,-1.878217735608312e-05
1874,-67.0,-65.0,25.0,27.0,-1.7533722862589363e-05
1875,-67.0,-65.0,27.0,29.0,-1.6388761421314013e-05
1876,-67.0,-65.0,29.0,31.0,-1.533802904564105e-05
1877,-67.0,-65.0,31.0,33.0,-1.4372987356972566e-05
1878,-67.0,-65.0,33.0,35.0,-1.34857974135906e-05
1879,-67.0,-65.0,35.0,37.0,-1.2669297842743399e-05
1880,-67.0,-65.0,37.0,39.0,-1.191697525362509e-05
1881,-67.0,-65.0,39.0,41.0,-1.1222926471871411e-05
1882,-67.0,-65.0,41.0,43.0,-1.0581815298659272e-05
1883,-67.0,-65.0,43.0,45.0,-9.988826738293113e-06
1884,-67.0,-65.0,45.0,47.0,-9.43962103150224e-06
1885,-67.0,-65.0,47.0,49.0,-8.930289111794276e-06
1886,-67.0,-65.0,49.0,51.0,-8.457310495823406e-06
1887,-67.0,-65.0,51.0,53.0,-8.01751416530834e-06
1888,-67.0,-65.0,53.0,55.0,-7.608042682943211e-06
1889,-67.0,-65.0,55.0,57.0,-7.226319574678286e-06
1890,-67.0,-65.0,57.0,59.0,-6.870019878655112e-06
1891,-65.0,-63.0,-61.0,-59.0,-2.728562109843893
1892,-65.0,-63.0,-59.0,-57.0,-0.6736521613329061
1893,-65.0,-63.0,-57.0,-55.0,-0.27143288708613267
1894,-65.0,-63.0,-55.0,-53.0,-0.1363158483561251
1895,-65.0,-63.0,-53.0,-51.0,-0.07702587929721927
1896,-65.0,-63.0,-51.0,-49.0,-0.0468523330270485
1897,-65.0,-63.0,-49.0,-47.0,-0.029971385913499293
1898,-65.0,-63.0,-47.0,-45.0,-0.019869045716000622
1899,-65.0,-63.0,-45.0,-43.0,-0.013516370545466727
1900,-65.0,-63.0,-43.0,-41.0,-0.0093737400777745
1901,-65.0,-63.0,-41.0,-39.0,-0.006599541110750687
1902,-65.0,-63.0,-39.0,-37.0,-0.004704946790787798
1903,-65.0,-63.0,-37.0,-35.0,-0.0033916936745779502
1904,-65.0,-63.0,-35.0,-33.0,-0.002470640448198294
1905,-65.0,-63.0,-33.0,-31.0,-0.0018182859173958565
1906,-65.0,-63.0,-31.0,-29.0,-0.001352210292095847
1907,-65.0,-63.0,-29.0,-27.0,-0.0010165068116543274
1908,-65.0,-63.0,-27.0,-25.0,-0.0007727814015560178
1909,-65.0,-63.0,-25.0,-23.0,-0.0005944106179446226
1910,-65.0,-63.0,-23.0,-21.0,-0.0004627870898393366
1911,-65.0,-63.0,-21.0,-19.0,-0.0003648190575517296
1912,-65.0,-63.0,-19.0,-17.0,-0.0002912432604618431
1913,-65.0,-63.0,-17.0,-15.0,-0.00023547866578456367
1914,-65.0,-63.0,-15.0,-13.0,-0.00019285212481848918
1915,-65.0,-63.0,-13.0,-11.0,-0.0001600979520784626
1916,-65.0,-63.0,-11.0,-9.0,-0.00013507629633614793
1917,-65.0,-63.0,-9.0,-7.0,-0.00011653751253803274
1918,-65.0,-63.0,-7.0,-5.0,-0.00010300788842136643
1919,-65.0,-63.0,-5.0,-3.0,-9.081345328204246e-05
1920,-65.0,-63.0,-3.0,-1.0,-7.786566373978523e-05
1921,-65.0,-63.0,-1.0,1.0,-6.598457035351252e-05
1922,-65.0,-63.0,1.0,3.0,-5.632655793291752e-05
1923,-65.0,-63.0,3.0,5.0,-4.883438630611664e-05
1924,-65.0,-63.0,5.0,7.0,-4.309812528450682e-05
1925,-65.0,-63.0,7.0,9.0,-3.866375352135076e-05
1926,-65.0,-63.0,9.0,11.0,-3.512405460147014e-05
1927,-65.0,-63.0,11.0,13.0,-3.2173578854086116e-05
1928,-65.0,-63.0,13.0,15.0,-2.9619441465428276e-05
1929,-65.0,-63.0,15.0,17.0,-2.7352928021695533e-05
1930,-65.0,-63.0,17.0,19.0,-2.53142166054994e-05
1931,-65.0,-63.0,19.0,21.0,-2.3467960075452404e-05
1932,-65.0,-63.0,21.0,23.0,-2.1790305988488717e-05
1933,-65.0,-63.0,23.0,25.0,-2.0262914380141106e-05
1934,-65.0,-63.0,25.0,27.0,-1.8870406329973832e-05
1935,-65.0,-63.0,27.0,29.0,-1.7599307606828984e-05
1936,-65.0,-63.0,29.0,31.0,-1.6437597697496753e-05
1937,-65.0,-63.0,31.0,33.0,-1.5374490664906565e-05
1938,-65.0,-63.0,33.0,35.0,-1.4400300517226905e-05
1939,-65.0,-63.0,35.0,37.0,-1.3506336484992582e-05
1940,-65.0,-63.0,37.0,39.0,-1.2684809712445316e-05
1941,-65.0,-63.0,39.0,41.0,-1.1928746134813248e-05
1942,-65.0,-63.0,41.0,43.0,-1.123190472674708e-05
1943,-65.0,-63.0,43.0,45.0,-1.0588701460886515e-05
1944,-65.0,-63.0,45.0,47.0,-9.994139375102754e-06
1945,-65.0,-63.0,47.0,49.0,-9.44374491543623e-06
1946,-65.0,-63.0,49.0,51.0,-8.933510473223619e-06
1947,-65.0,-63.0,51.0,53.0,-8.45984284807838e-06
1948,-65.0,-63.0,53.0,55.0,-8.019517249090516e-06
1949,-65.0,-63.0,55.0,57.0,-7.609636384794255e-06
1950,-65.0,-63.0,57.0,59.0,-7.22759417015606e-06
1951,-65.0,-63.0,59.0,61.0,-6.871043584370795e-06
1952,-63.0,-61.0,-59.0,-57.0,-2.728562109320946
1953,-63.0,-61.0,-57.0,-55.0,-0.6736521604000187
1954,-63.0,-61.0,-55.0,-53.0,-0.2714328856719883
1955,-63.0,-61.0,-53.0,-51.0,-0.1363158463688321
1956,-63.0,-61.0,-51.0,-49.0,-0.07702587661794569
1957,-63.0,-61.0,-49.0,-47.0,-0.04685232950149043
1958,-63.0,-61.0,-47.0,-45.0,-0.029971381340408276
1959,-63.0,-61.0,-45.0,-43.0,-0.019869039831725388
1960,-63.0,-61.0,-43.0,-41.0,-0.013516363003077625
1961,-63.0,-61.0,-41.0,-39.0,-0.009373730418831716
1962,-63.0,-61.0,-39.0,-37.0,-0.00659952872710981
1963,-63.0,-61.0,-37.0,-35.0,-0.0047049308729905925
1964,-63.0,-61.0,-35.0,-33.0,-0.0033916731424269986
1965,-63.0,-61.0,-33.0,-31.0,-0.0024706138583111686
1966,-63.0,-61.0,-31.0,-29.0,-0.001818251342727048
1967,-63.0,-61.0,-29.0,-27.0,-0.00135216517197205
1968,-63.0,-61.0,-27.0,-25.0,-0.0010164477841312705
1969,-63.0,-61.0,-25.0,-23.0,-0.0007727041696002218
1970,-63.0,-61.0,-23.0,-21.0,-0.0005943100109379595
1971,-63.0,-61.0,-21.0,-19.0,-0.0004626577777317939
1972,-63.0,-61.0,-19.0,-17.0,-0.00036465816334541046
1973,-63.0,-61.0,-17.0,-15.0,-0.0002910582112878868
1974,-63.0,-61.0,-15.0,-13.0,-0.00023530906960930742
1975,-63.0,-61.0,-13.0,-11.0,-0.0001928269215868486
1976,-63.0,-61.0,-11.0,-9.0,-0.00016056006163561037
1977,-63.0,-61.0,-9.0,-7.0,-0.00013666799516914505
1978,-63.0,-61.0,-7.0,-5.0,-0.00011928440294086545
1979,-63.0,-61.0,-5.0,-3.0,-0.00010421946031198906
1980,-63.0,-61.0,-3.0,-1.0,-8.89108321295018e-05
1981,-63.0,-61.0,-1.0,1.0,-7.510581694938553e-05
1982,-63.0,-61.0,1.0,3.0,-6.392899129640736e-05
1983,-63.0,-61.0,3.0,5.0,-5.523645434210578e-05
1984,-63.0,-61.0,5.0,7.0,-4.853585792714832e-05
1985,-63.0,-61.0,7.0,9.0,-4.331466876648926e-05
1986,-63.0,-61.0,9.0,11.0,-3.9127167273708685e-05
1987,-63.0,-61.0,11.0,13.0,-3.564085091386365e-05
1988,-63.0,-61.0,13.0,15.0,-3.264164664528585e-05
1989,-63.0,-61.0,15.0,17.0,-3.0003461019105504e-05
1990,-63.0,-61.0,17.0,19.0,-2.7652313274544732e-05
1991,-63.0,-61.0,19.0,21.0,-2.5541525267579884e-05
1992,-63.0,-61.0,21.0,23.0,-2.363828045906166e-05
1993,-63.0,-61.0,23.0,25.0,-2.191717184729658e-05
1994,-63.0,-61.0,25.0,27.0,-2.035723715056517e-05
1995,-63.0,-61.0,27.0,29.0,-1.8940567281241355e-05
1996,-63.0,-61.0,29.0,31.0,-1.765159437869257e-05
1997,-63.0,-61.0,31.0,33.0,-1.6476673029560546e-05
1998,-63.0,-61.0,33.0,35.0,-1.540379383445714e-05
1999,-63.0,-61.0,35.0,37.0,-1.4422363215957357e-05
2000,-63.0,-61.0,37.0,39.0,-1.352302195797156e-05
2001,-63.0,-61.0,39.0,41.0,-1.2697490423561886e-05
2002,-63.0,-61.0,41.0,43.0,-1.1938434545012352e-05
2003,-63.0,-61.0,43.0,45.0,-1.1239349144466504e-05
2004,-63.0,-61.0,45.0,47.0,-1.0594456176035369e-05
2005,-63.0,-61.0,47.0,49.0,-9.99861596533147e-06
2006,-63.0,-61.0,49.0,51.0,-9.44724980180868e-06
2007,-63.0,-61.0,51.0,53.0,-8.936272440571158e-06
2008,-63.0,-61.0,53.0,55.0,-8.462033239432787e-06
2009,-63.0,-61.0,55.0,57.0,-8.021264807846207e-06
2010,-63.0,-61.0,57.0,59.0,-7.611038181991672e-06
2011,-63.0,-61.0,59.0,61.0,-7.228723664471845e-06
2012,-63.0,-61.0,61.0,63.0,-6.871956578760954e-06
2013,-61.0,-59.0,-57.0,-55.0,-2.728562107895291
2014,-61.0,-59.0,-55.0,-53.0,-0.6736521583940676
2015,-61.0,-59.0,-53.0,-51.0,-0.2714328829639423
2016,-61.0,-59.0,-51.0,-49.0,-0.1363158428001352
2017,-61.0,-59.0,-49.0,-47.0,-0.07702587198127386
2018,-61.0,-59.0,-47.0,-45.0,-0.04685232352451574
2019,-61.0,-59.0,-45.0,-43.0,-0.02997137366380248
2020,-61.0,-59.0,-43.0,-41.0,-0.019869029979285385
2021,-61.0,-59.0,-41.0,-39.0,-0.013516350341080036
2022,-61.0,-59.0,-39.0,-37.0,-0.009373714100672698
2023,-61.0,-59.0,-37.0,-35.0,-0.006599507617907563
2024,-61.0,-59.0,-35.0,-33.0,-0.004704903447127803
2025,-61.0,-59.0,-33.0,-31.0,-0.00339163734515624
2026,-61.0,-59.0,-31.0,-29.0,-0.002470566921304776
2027,-61.0,-59.0,-29.0,-27.0,-0.0018181895450975621
2028,-61.0,-59.0,-27.0,-25.0,-0.0013520835492140046
2029,-61.0,-59.0,-25.0,-23.0,-0.0010163398249080635
2030,-61.0,-59.0,-23.0,-21.0,-0.0007725616503654054
2031,-61.0,-59.0,-21.0,-19.0,-0.0005941234243094368
2032,-61.0,-59.0,-19.0,-17.0,-0.0004624186458034932
2033,-61.0,-59.0,-17.0,-15.0,-0.0003643668007197315
2034,-61.0,-59.0,-15.0,-13.0,-0.0002907466053247987
2035,-61.0,-59.0,-13.0,-11.0,-0.00023510330692148168
2036,-61.0,-59.0,-11.0,-9.0,-0.00019309105122243542
2037,-61.0,-59.0,-9.0,-7.0,-0.00016202639249908446
2038,-61.0,-59.0,-7.0,-5.0,-0.00013950178550326334
2039,-61.0,-59.0,-5.0,-3.0,-0.00012068282056645202
2040,-61.0,-59.0,-3.0,-1.0,-0.00010238148359051694
2041,-61.0,-59.0,-1.0,1.0,-8.618169297421735e-05
2042,-61.0,-59.0,1.0,3.0,-7.312630707254769e-05
2043,-61.0,-59.0,3.0,5.0,-6.294872889295658e-05
2044,-61.0,-59.0,5.0,7.0,-5.50505598358661e-05
2045,-61.0,-59.0,7.0,9.0,-4.884825164258935e-05
2046,-61.0,-59.0,9.0,11.0,-4.3851968048975315e-05
2047,-61.0,-59.0,11.0,13.0,-3.969859384804833e-05
2048,-61.0,-59.0,13.0,15.0,-3.6148911946150275e-05
2049,-61.0,-59.0,15.0,17.0,-3.305501701153166e-05
2050,-61.0,-59.0,17.0,19.0,-3.0324500225963058e-05
2051,-61.0,-59.0,19.0,21.0,-2.7895677422781068e-05
2052,-61.0,-59.0,21.0,23.0,-2.572380269616481e-05
2053,-61.0,-59.0,23.0,25.0,-2.3774088158241835e-05
2054,-61.0,-59.0,25.0,27.0,-2.201820986367023e-05
2055,-61.0,-59.0,27.0,29.0,-2.043246389554776e-05
2056,-61.0,-59.0,29.0,31.0,-1.899669422878933e-05
2057,-61.0,-59.0,31.0,33.0,-1.769359631778253e-05
2058,-61.0,-59.0,33.0,35.0,-1.6508219507271882e-05
2059,-61.0,-59.0,35.0,37.0,-1.542758685285986e-05
2060,-61.0,-59.0,37.0,39.0,-1.4440392291405202e-05
2061,-61.0,-59.0,39.0,41.0,-1.3536753424352177e-05
2062,-61.0,-59.0,41.0,43.0,-1.2708006729741927e-05
2063,-61.0,-59.0,43.0,45.0,-1.194653634941506e-05
2064,-61.0,-59.0,45.0,47.0,-1.1245630031979717e-05
2065,-61.0,-59.0,47.0,49.0,-1.059935733300349e-05
2066,-61.0,-59.0,49.0,51.0,-1.0002466215592448e-05
2067,-61.0,-59.0,51.0,53.0,-9.4502949567251e-06
2068,-61.0,-59.0,53.0,55.0,-8.938696845964614e-06
2069,-61.0,-59.0,55.0,57.0,-8.46397561968422e-06
2070,-61.0,-59.0,57.0,59.0,-8.022829937356576e-06
2071,-61.0,-59.0,59.0,61.0,-7.612305499104036e-06
2072,-61.0,-59.0,61.0,63.0,-7.229753641910253e-06
2073,-61.0,-59.0,63.0,65.0,-6.872795444829577e-06
2074,-59.0,-57.0,-55.0,-53.0,-2.728562105171977
2075,-59.0,-57.0,-53.0,-51.0,-0.6736521548007004
2076,-59.0,-57.0,-51.0,-49.0,-0.2714328782894362
2077,-59.0,-57.0,-49.0,-47.0,-0.1363158367668258
2078,-59.0,-57.0,-47.0,-45.0,-0.07702586422225888
2079,-59.0,-57.0,-45.0,-43.0,-0.046852313552826264
2080,-59.0,-57.0,-43.0,-41.0,-0.02997136083034757
2081,-59.0,-57.0,-41.0,-39.0,-0.019869013415378584
2082,-59.0,-57.0,-39.0,-37.0,-0.013516328879767725
2083,-59.0,-57.0,-37.0,-35.0,-0.009373686168968443
2084,-59.0,-57.0,-35.0,-33.0,-0.006599471089283798
2085,-59.0,-57.0,-33.0,-31.0,-0.004704855440283595
2086,-59.0,-57.0,-31.0,-29.0,-0.0033915739517559607
2087,-59.0,-57.0,-29.0,-27.0,-0.0024704828441617643
2088,-59.0,-57.0,-27.0,-25.0,-0.0018180776354153466
2089,-59.0,-57.0,-25.0,-23.0,-0.0013519342644952928
2090,-59.0,-57.0,-23.0,-21.0,-0.0010161407358209584
2091,-59.0,-57.0,-21.0,-19.0,-0.0007722974359383183
2092,-59.0,-57.0,-19.0,-17.0,-0.0005937776726088057
2093,-59.0,-57.0,-17.0,-15.0,-0.00046198124195252765
2094,-59.0,-57.0,-15.0,-13.0,-0.0003638575570495961
2095,-59.0,-57.0,-13.0,-11.0,-0.00029028345790375193
2096,-59.0,-57.0,-11.0,-9.0,-0.0002350698185943495
2097,-59.0,-57.0,-9.0,-7.0,-0.0001943283503886492
2098,-59.0,-57.0,-7.0,-5.0,-0.00016489822466491527
2099,-59.0,-57.0,-5.0,-3.0,-0.0001411258427718269
2100,-59.0,-57.0,-3.0,-1.0,-0.00011898861304472999
2101,-59.0,-57.0,-1.0,1.0,-9.977377220187628e-05
2102,-59.0,-57.0,1.0,3.0,-8.43688524032743e-05
2103,-59.0,-57.0,3.0,5.0,-7.233429143315567e-05
2104,-59.0,-57.0,5.0,7.0,-6.293374598316179e-05
2105,-59.0,-57.0,7.0,9.0,-5.5496282205174524e-05
